WKT,id,codcen,dlibre,cod_generica,dgenerica_cas,dgenerica_val,despecifica,regimen,cif_centro,titular,direccion,codpos,telef,fax,mail,web,cod_ine_mun,noms_mun,localidad_oficial,comarca,provincia,latitud,longitud,cod_estado,desc_estado,tiene_ip,cod_aplicacion,desc_aplicacion
POINT (720472.081197609 4250058.40294416),46,3001180,CENTRE PRIVAT SAN AGUSTÍN,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN AGUSTÍN,CONCERTADO,R0300309B,COMUNIDAD COLEGIO SAN AGUSTÍN,"CL. PINTOR PEDRO CAMACHO, 2",3015,965156070,965150141,secretariado@agustinosalicante.es,http://www.agustinosalicante.es,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.371573,-0.476253,A,ALTA,N,2,CENTROS
POINT (719547.154079837 4247750.52106996),47,3001192,CENTRE PRIVAT SAN ANTONIO,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN ANTONIO,CONCERTADO,R0300272B,RR. FRANCISCANOS,"PZ. SAN ANTONIO, 1",3004,965204900,0,sapaduaa@planalfa.es,https://www.colegiosanantoniodepadua.com/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.351021,-0.48755,A,ALTA,N,2,CENTROS
POINT (720070.749066224 4248504.93956712),48,3001209,CENTRE PRIVAT SAN JOSÉ,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ,CONCERTADO,R0300058E,HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL,"CL. MARTOS, 7",3012,965254748,965916103,direccionpedagogica@colegiosanjosehijascaridad.es,http://www.colegiosanjosehijascaridad.es/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.357685,-0.481328,A,ALTA,N,2,CENTROS
POINT (717258.046778841 4247280.14293485),49,3001210,CENTRE PRIVAT JESÚS MARÍA-ASÍS,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,JESÚS MARÍA-ASÍS,CONCERTADO,R0300318C,RELIGIOSAS DE JESÚS-MARÍA,"CL. ALGOL, 33",3006,965280113,965280926,d.general.asis@jesus-maria.net,http://www.jesus-maria.net/asis/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.347344,-0.513868,A,ALTA,N,2,CENTROS
POINT (720135.089882504 4248787.69444016),50,3001222,CENTRE PRIVAT SAN JOSÉ DE CAROLINAS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JOSÉ DE CAROLINAS,CONCERTADO,R0300217G,PARROQUIA DE SAN JOSÉ DE CAROLINAS,"CL. GARBINET, 87",3012,965252190,965252190,ccsjcarolinas@gmail.com,http://nuke.sanjosedecarolinas.es/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.360215,-0.480504,A,ALTA,N,2,CENTROS
POINT (718546.194241094 4246509.83867517),51,3001234,CENTRE PRIVAT SAN JUAN BAUTISTA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAN JUAN BAUTISTA,CONCERTADO,R0300112J,PARROQUIA DE SAN JUAN BAUTISTA DE ALICANTE,"CL. SAN AGATANGELO, 45",3007,965100095,965107854,informacion@cdsanjuanbautista.es,http://www.cdsanjuanbautista.es/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.340095,-0.499379,A,ALTA,N,2,CENTROS
POINT (719937.687647197 4248512.97039935),52,3001246,CENTRE PRIVAT SAN JUAN DE LA CRUZ,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN JUAN DE LA CRUZ,CONCERTADO,B54683933,"CENTRO EDUCATIVO SAN JUAN DE LA CRUZ, SL","CL. GENERAL ESPARTERO, 6",3012,965248181,0,c.sanjuandelacruz@gmail.com,https://sanjuandelacruzalc.wixsite.com/alicante,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.35779,-0.482847,A,ALTA,N,2,CENTROS
POINT (721632.644121231 4249285.88480655),53,3001313,CENTRE PRIVAT SANTA TERESA-VISTAHERMOSA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA TERESA-VISTAHERMOSA,CONCERTADO,G10563328,FUNDACIÓN EDUCATIVA ÁNGELES GALINO,"CL. CRUZ DE PIEDRA, 1",3015,965262000,965262111,santateresaa@planalfa.es,http://www.colegiosantateresaalicante.org/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.364331,-0.463223,A,ALTA,N,2,CENTROS
POINT (720177.014816265 4250111.53291931),54,3001428,CENTRE PRIVAT CENTRO DIOCESANO N.S.DEL CARMEN DE CASALARGA,1015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA,CENTRO DIOCESANO NTRA.SRA.DEL CARMEN DE CASALARGA,CONCERTADO,R0300102A,PARROQUIA DE NUESTRA SEÑORA DEL CARMEN,"PZ. GARCÍA LORCA, 16",3015,965183537,965183537,casalarga@planalfa.es,http://www.cdcasalarga.es/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.372124,-0.479611,A,ALTA,N,2,CENTROS
POINT (719910.895521558 4249818.60250556),55,3001431,EI 1er CICLE BENACANTIL,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,BENACANTIL,PÚBLICO,Q5355333E,GENERALITAT VALENCIANA,"CL. EJÉRCITOS ESPAÑOLES, S/N",3014,965918710,0,03001431@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.369552,-0.482746,A,ALTA,S,2,CENTROS
POINT (719571.106151428 4248627.70511032),56,3001477,CEP CENTRO DE RECEPCIÓN,1012,COLEGIO DE EDUCACIÓN PRIMARIA,COL·LEGI D'EDUCACIÓ PRIMÀRIA,CENTRO DE RECEPCIÓN,PÚBLICO,Q5355540E,GENERALITAT VALENCIANA,"CL. PRIMITIVO PÉREZ, 21",3010,965937330,0,03001477@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.358913,-0.487003,A,ALTA,S,2,CENTROS
POINT (718527.730616669 4248136.99159539),57,3001490,CEIP SAN FERNANDO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN FERNANDO,PÚBLICO,Q5355546B,GENERALITAT VALENCIANA,"CL. CIUDAD REAL, 33",3005,965936360,0,03001490@edu.gva.es,https://portal.edu.gva.es/03001490,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.35475,-0.499086,A,ALTA,S,2,CENTROS
POINT (721029.608976746 4249773.79405253),58,3001507,CEIP PEDRO DUQUE,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PEDRO DUQUE,PÚBLICO,Q5355559E,GENERALITAT VALENCIANA,"CL. ARTISTA FOGUERER, 2",3015,965919680,0,03001507@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.368873,-0.469966,A,ALTA,S,2,CENTROS
POINT (718954.049335199 4248737.09252913),59,3001544,CEIP AUSIÀS MARCH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,PÚBLICO,Q5355124H,GENERALITAT VALENCIANA,"CL. CERES, 24",3009,965919030,0,03001544@edu.gva.es,https://portal.edu.gva.es/03001544/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.360049,-0.494025,A,ALTA,S,2,CENTROS
POINT (718679.578992325 4247700.73599828),60,3001568,CEIP JOAQUÍN SOROLLA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JOAQUÍN SOROLLA,PÚBLICO,Q5355115F,GENERALITAT VALENCIANA,"CL. ALBACETE, S/N",3005,965936270,0,03001568@edu.gva.es,https://portal.edu.gva.es/03001568,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.350785,-0.497485,A,ALTA,S,2,CENTROS
POINT (720145.318932303 4249280.88735271),61,3001571,CEIP CARLOS ARNICHES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CARLOS ARNICHES,PÚBLICO,Q5355123J,GENERALITAT VALENCIANA,"CL. ALONSO CANO, 19",3014,965919740,0,03001571@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.364653,-0.480233,A,ALTA,S,2,CENTROS
POINT (717769.561350768 4246479.06274371),62,3001581,CEIP FLORIDA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,FLORIDA,PÚBLICO,Q5355054G,GENERALITAT VALENCIANA,"CL. PIANISTA GONZALO SORIANO, 3",3007,965936220,0,03001581@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.340007,-0.508267,A,ALTA,S,2,CENTROS
POINT (719599.778292918 4248207.54614656),63,3001601,CEIP CAMPOAMOR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CAMPOAMOR,PÚBLICO,Q5355549F,GENERALITAT VALENCIANA,"PS. DE CAMPOAMOR, 1",3010,965919730,0,03001601@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.355123,-0.486806,A,ALTA,S,2,CENTROS
POINT (719073.524999503 4250212.95790952),64,3001623,CEIP LA PAZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA PAZ,PÚBLICO,Q5355552J,GENERALITAT VALENCIANA,"CL. ABOGADO PÉREZ MIRETE, S/N",3011,965936320,0,03001623@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.373308,-0.4922,A,ALTA,S,2,CENTROS
POINT (719046.749923293 4247845.31240415),65,3001647,CEIP PRÁCTICAS-LA ANEJA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PRÁCTICAS-LA ANEJA,PÚBLICO,Q5355092G,GENERALITAT VALENCIANA,"CL. MONTE TOSSAL, S/N",3004,965937360,0,03001647@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.351997,-0.493242,A,ALTA,S,2,CENTROS
POINT (717227.638470087 4245466.32726602),66,3001659,CEIP SAN GABRIEL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN GABRIEL,PÚBLICO,Q5355544G,GENERALITAT VALENCIANA,"CL. MÚSICO JOSÉ ALCARAZ PÉREZ, 4",3008,965936380,0,03001659@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.33102,-0.514774,A,ALTA,S,2,CENTROS
POINT (717138.062051752 4247308.78684752),67,3001660,CEIP SAN FRANCISCO DE ASÍS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN FRANCISCO DE ASÍS,PÚBLICO,Q5355545D,GENERALITAT VALENCIANA,"CL. CEFEO, 82",3006,965937370,0,03001660@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.347631,-0.515231,A,ALTA,S,2,CENTROS
POINT (719603.570448275 4249974.93297721),68,3001672,CEP VIRGEN DEL REMEDIO,1012,COLEGIO DE EDUCACIÓN PRIMARIA,COL·LEGI D'EDUCACIÓ PRIMÀRIA,VIRGEN DEL REMEDIO,PÚBLICO,Q5355063H,GENERALITAT VALENCIANA,"CL. LAS PALMAS, 1",3014,965937310,0,03001672@edu.gva.es,https://portal.edu.gva.es/03001672/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.371035,-0.486212,A,ALTA,S,2,CENTROS
POINT (719775.855667403 4248344.51243319),69,3001726,CENTRE PRIVAT SANTÍSIMO SACRAMENTO FEYDA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTÍSIMO SACRAMENTO FEYDA,CONCERTADO,G44118644,ASOCIACIÓN FEYDA,"CL. NOU D'OCTUBRE, 1",3012,965258356,965259401,colegiofeyda@gmail.com,http://www.colegiofeyda.com,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.356313,-0.48475,A,ALTA,N,2,CENTROS
POINT (719354.900996615 4251647.70279355),70,3001751,CENTRE PRIVAT JESÚS MARÍA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",JESÚS MARÍA,CONCERTADO,R0300319A,RELIGIOSAS DE JESÚS-MARÍA,"CL. CAMINO DE LAS PARRAS, 5",3112,965181796,965181762,d.general.villafranqueza@jesus-maria.net,http://www.jmvillafranqueza.es/,3014,Alacant/Alicante,Villafranqueza,l'Alacantí,Alacant/Alicante,38.386157,-0.488535,A,ALTA,N,2,CENTROS
POINT (718042.734332353 4247792.88961687),71,3001775,CENTRE PRIVAT DON BOSCO - SALESIANOS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",DON BOSCO - SALESIANOS,CONCERTADO,R0300275E,CASA SALESIANA SAN JOSE-COLEGIO DON BOSCO,"AV. VICENTE BLASCO IBÁÑEZ, 1",3005,965924842,965924844,alicante.donbosco@salesianos.edu,https://alicante.salesianos.edu/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.35177,-0.504738,A,ALTA,N,2,CENTROS
POINT (721213.441832014 4248612.84977083),72,3001787,CENTRE PRIVAT CALASANCIO,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CALASANCIO,CONCERTADO,R0300333B,HIJAS DE LA DIVINA PASTORA CALASANCIA,"AV. DE DÉNIA, 76",3016,965262510,965151400,secretaria@calasancioalicante.org,http://www.calasancioalicante.org/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.358375,-0.468228,A,ALTA,N,2,CENTROS
POINT (717071.829663881 4247504.58553949),73,3001829,CENTRE PRIVAT MÉDICO PEDRO HERRERO,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MÉDICO PEDRO HERRERO,CONCERTADO,B03921582,"COLEGIO JUAN XXIII, SL","CL. VICTOR DE LA SERNA, 37-39",3006,965102455,965103197,herrerodireccion@gmail.com,http://www.colegiopedroherrero.com,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.34941,-0.515928,A,ALTA,N,2,CENTROS
POINT (718955.748674821 4249382.7621506),74,3001854,CEIP ÓSCAR ESPLÁ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ÓSCAR ESPLÁ,PÚBLICO,Q5355091I,GENERALITAT VALENCIANA,"PZ. DE LA LIBERTAD, 1",3010,965937105,0,03001854@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.365862,-0.493805,A,ALTA,S,2,CENTROS
POINT (719073.029415371 4247550.81476501),75,3001881,IES JORGE JUAN,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JORGE JUAN,PÚBLICO,Q5355571J,GENERALITAT VALENCIANA,"CL. WENCESLAO FERNÁNDEZ FLORES, 2",3004,965936490,0,03001881@edu.gva.es,https://portal.edu.gva.es/03001881,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.349339,-0.493033,A,ALTA,S,2,CENTROS
POINT (718863.386325501 4247685.952981),76,3001891,IES MIGUEL HERNÁNDEZ,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,MIGUEL HERNÁNDEZ,PÚBLICO,Q5355570B,GENERALITAT VALENCIANA,"CL. POETA GARCILASO, 8",3005,965936545,0,03001891@edu.gva.es,https://portal.edu.gva.es/03001891/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.350607,-0.495388,A,ALTA,S,2,CENTROS
POINT (717495.086119104 4246517.41627054),77,3001908,IES FIGUERAS PACHECO,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,FIGUERAS PACHECO,PÚBLICO,Q5355573F,GENERALITAT VALENCIANA,"CL. FERNANDO MADROÑAL, 35",3007,965936495,0,03001908@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.340419,-0.511393,A,ALTA,S,2,CENTROS
POINT (717835.200924544 4246409.75405286),78,3001911,IES ANTONIO JOSÉ CAVANILLES,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,ANTONIO JOSÉ CAVANILLES,PÚBLICO,Q5355563G,GENERALITAT VALENCIANA,"AV. ALCALDE LORENZO CARBONELL, 32-34",3007,965936500,0,03001911@edu.gva.es,http://cavanilles.org/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.339367,-0.507538,A,ALTA,S,2,CENTROS
POINT (719668.009454791 4250690.17986077),79,3001957,CEIP SANTÍSIMA FAZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTÍSIMA FAZ,PÚBLICO,Q5355060D,GENERALITAT VALENCIANA,"CL. BARÍTONO PACO LATORRE, S/N",3015,965936390,0,03001957@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.377459,-0.485252,A,ALTA,S,2,CENTROS
POINT (719668.037575511 4246205.22365086),80,3002007,CIPFP POLITÈCNIC MARÍTIM PESQUER DEL MEDITERRANI,1068,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,POLITÈCNIC MARÍTIM PESQUER DEL MEDITERRANI,PÚBLICO,S0300113H,GENERALITAT VALENCIANA,"CL. MUELLE PESQUERO, S/N",3001,965695600,0,03002007@edu.gva.es,https://portal.edu.gva.es/03002007,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.337078,-0.486649,A,ALTA,N,2,CENTROS
POINT (718086.439408872 4252174.57801981),81,3002044,CENTRE PRIVAT WALDORF ARRELS DE LLUM,1073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA,WALDORF ARRELS DE LLUM,CONCERTADO,G54725791,ASOCIACIÓN GEA ALICANTE,"CL. RÍO TURIA, 25-29",3690,965660748,0,Info@asociaciongea.com,https://www.waldorfschoolalicante.com/,3122,Sant Vicent del Raspeig/San Vicente del Raspeig,Sant Vicent Del Raspeig,l'Alacantí,Alacant/Alicante,38.391211,-0.502882,A,ALTA,N,2,CENTROS
POINT (717221.1243809 4246559.56891046),82,3002101,CEIP RAFAEL ALTAMIRA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RAFAEL ALTAMIRA,PÚBLICO,Q5355548H,GENERALITAT VALENCIANA,"CL. TOMÁS AZNAR DOMENECH, S/N",3007,965936330,0,03002101@edu.gva.es,https://portal.edu.gva.es/03002101/,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.340865,-0.514512,A,ALTA,S,2,CENTROS
POINT (712486.565766267 4253350.36424402),83,3002160,CEIP LA CAÑADA DEL FENOLLAR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA CAÑADA DEL FENOLLAR,PÚBLICO,Q5355185I,GENERALITAT VALENCIANA,"CR. ALCORAYA, 50",3699,965937005,0,03002160@edu.gva.es,0,3014,Alacant/Alicante,Cañada Del Fenollar,l'Alacantí,Alacant/Alicante,38.403146,-0.566592,A,ALTA,S,2,CENTROS
POINT (725555.656710628 4250274.85046316),84,3002238,CEIP LA CONDOMINA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA CONDOMINA,PÚBLICO,Q5355557I,GENERALITAT VALENCIANA,AV. PAÍSES ESCANDINAVOS (PLAYA SAN JUA,3540,965936300,0,03002238@edu.gva.es,0,3014,Alacant/Alicante,Alacant,l'Alacantí,Alacant/Alicante,38.372255,-0.418046,A,ALTA,S,2,CENTROS
POINT (708820.266188958 4246679.34197036),85,3002241,CEIP LOS ALMENDROS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LOS ALMENDROS,PÚBLICO,Q5355182F,GENERALITAT VALENCIANA,"CL. IGLESIA, 2",3113,965937110,0,03002241@edu.gva.es,https://portal.edu.gva.es/03002241/,3014,Alacant/Alicante,Rebolledo,l'Alacantí,Alacant/Alicante,38.343941,-0.610522,A,ALTA,S,2,CENTROS
POINT (711003.280761781 4253499.14477382),86,3002305,CEIP VERDEGAS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VERDEGAS,PÚBLICO,Q5355181H,GENERALITAT VALENCIANA,"CR. VERDEGAS, 32",3699,965918740,0,03002305@edu.gva.es,0,3014,Alacant/Alicante,Verdegás,l'Alacantí,Alacant/Alicante,38.404837,-0.58352,A,ALTA,S,2,CENTROS
POINT (719009.654147009 4251552.34188359),87,3002317,CEIP JUAN BAUTISTA LLORCA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN BAUTISTA LLORCA,PÚBLICO,Q5355180J,GENERALITAT VALENCIANA,"CL. PI Y MARGALL, 2",3112,965918705,0,03002317@edu.gva.es,0,3014,Alacant/Alicante,Villafranqueza,l'Alacantí,Alacant/Alicante,38.385383,-0.492514,A,ALTA,S,2,CENTROS
POINT (696227.794402563 4218285.15691879),88,3002381,CEIP DE ALMORADÍ - HEREDADES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,,PÚBLICO,Q5355152I,GENERALITAT VALENCIANA,"AV. DE LOS LLANOS, 6",3179,965290375,0,03002381@edu.gva.es,0,3015,Almoradí,Heredades,el Baix Segura/La Vega Baja,Alacant/Alicante,38.09108,-0.762358,A,ALTA,S,2,CENTROS
POINT (694004.369079083 4220040.21197359),89,3002408,CEIP CANALES Y MARTÍNEZ,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CANALES Y MARTÍNEZ,PÚBLICO,Q5355157H,GENERALITAT VALENCIANA,"CL. COMUNIDAD VALENCIANA, 64",3160,965290130,0,03002408@edu.gva.es,0,3015,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,38.107366,-0.787218,A,ALTA,S,2,CENTROS
POINT (694022.70481702 4220908.29406223),90,3002433,CENTRO PRIVADO SANTA MARÍA DE LA HUERTA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA MARÍA DE LA HUERTA,CONCERTADO,R2800031C,CONFEDERACIÓN EKUMENE,"CL. ERALTA, 129",3160,965700678,965700678,direccion@santamariadelahuerta.es,http://santamariadelahuerta.blogspot.com/,3015,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,38.11518,-0.786773,A,ALTA,N,2,CENTROS
POINT (694074.793841023 4220107.51460446),91,3002445,IES ANTONIO SEQUEROS,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,ANTONIO SEQUEROS,PÚBLICO,Q5355155B,GENERALITAT VALENCIANA,"CL. COMUNIDAD VALENCIANA, 55",3160,966926770,0,03002445@edu.gva.es,https://portal.edu.gva.es/03002445,3015,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,38.107957,-0.786397,A,ALTA,S,2,CENTROS
POINT (698138.040352251 4211469.28652265),92,3002470,CEIP VIRGEN DEL PILAR,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VIRGEN DEL PILAR,PÚBLICO,Q5355478H,GENERALITAT VALENCIANA,"CL. MAESTRO FIDEL GÓMEZ, 1",3187,965290175,0,03002470@edu.gva.es,https://portal.edu.gva.es/03002470,3903,Los Montesinos,Montesinos (Los),el Baix Segura/La Vega Baja,Alacant/Alicante,38.029281,-0.742478,A,ALTA,S,2,CENTROS
